"","X","user_id","name","review_count","yelping_since","yelping_since_year","useful","funny","cool","elite","first_elite","nyears_elite","number_friends","fans","average_stars","compliment_hot","compliment_cool","compliment_more","compliment_cute","compliment_profile","compliment_list","compliment_note","compliment_plain","compliment_funny","compliment_writer","compliment_photos","ntips","tips_length_med","negtips","postips","firsttip","secondtip","lasttip","compliment_count_tips","avg_rest_stars","range_long","range_lat","ntips2005","ntips2006","ntips2007","ntips2008","ntips2009","ntips2010","ntips2011","ntips2012","ntips2013","ntips2014","ntips2015","ntips2016","ntips2017","ntips2018","nreviews","review_length_med","negreviews","posreviews","stars1","stars2","stars3","stars4","stars5","firstrev","secondrev","lastrev","avg_rest_stars_rev","range_long_rev","range_lat_rev","nreviews2005","nreviews2006","nreviews2007","nreviews2008","nreviews2009","nreviews2010","nreviews2011","nreviews2012","nreviews2013","nreviews2014","nreviews2015","nreviews2016","nreviews2017","nreviews2018"
"78",21367,"8Rnw-oZvhKB1K8eENCpJDg","Sarah",50,"2010-12-16",2010,82,26,36,0,NA,0,220,7,4.27,0,2,1,0,0,0,0,2,2,1,1,1,98,0,1,"2012-05-14",NA,"2012-05-14",0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,583,0,1,0,0,0,1,0,"2017-08-10",NA,"2017-08-10",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"237",10712,"zwjLmO6HKvspAtjqL4RL_w","Keith",104,"2010-09-12",2010,68,7,11,0,NA,0,4,2,3.92,1,0,0,0,0,0,0,1,0,0,0,7,70,1,6,"2014-07-27","2014-11-29","2016-09-18",1,3.42857142857143,0.363051500000012,0.264700613400002,0,0,0,0,0,0,0,0,0,3,3,1,0,0,11,155,1,10,0,0,1,6,4,"2014-06-13","2014-07-13","2016-05-22",3.68181818181818,0.374142399999997,0.408522900000001,0,0,0,0,0,0,0,0,0,6,3,2,0,0
"77",14238,"uyXVvhqI4cgLQl4nY8g47Q","Lalaine",162,"2009-06-19",2009,224,159,166,1,2011,2,270,13,3.93,8,9,2,0,1,0,7,16,9,7,2,1,67,0,1,"2011-05-08",NA,"2011-05-08",0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,992,1,0,0,0,0,1,0,"2011-09-13",NA,"2011-09-13",3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"142",8555,"tx758V0DWJiLXcAg5pvJPQ","Justin",29,"2009-02-18",2009,29,8,7,0,NA,0,13,0,3.58,0,3,1,0,0,1,0,2,3,1,1,2,39.5,1,1,"2012-09-25","2013-03-26","2013-03-26",0,3.5,0.0330885998999975,0.0830509427999999,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,794.5,0,4,0,0,0,1,3,"2009-02-18","2009-02-18","2009-03-14",4,0.059818000000007,0.0900266000000016,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"1159",18291,"a5Uibaf7cGwpuP5efybAGw","Shirley",16,"2010-09-22",2010,11,1,0,0,NA,0,23,0,3.41,0,1,0,0,0,0,0,1,1,0,0,1,104,0,1,"2012-09-26",NA,"2012-09-26",0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,139,0,1,0,0,0,0,1,"2012-09-26",NA,"2012-09-26",4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1799.1",24933,"gwh9BAVQWhvOcB51AlrXHw","Josh",12,"2010-08-04",2010,16,11,10,0,NA,0,15,1,4.5,2,1,0,0,0,0,0,1,1,0,0,3,53,1,2,"2013-03-01","2013-03-01","2013-10-13",0,4.33333333333333,0.160625005399993,0.0951749999999976,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,360,0,1,0,0,0,0,1,"2011-11-03",NA,"2011-11-03",4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1636",25048,"ymC0PFMYFXXeOjZgd5QH9w","Shelley",3,"2010-07-19",2010,6,1,1,0,NA,0,1,1,2.33,0,0,0,0,0,0,0,0,0,0,0,1,24,0,1,"2014-08-04",NA,"2014-08-04",0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,461,0,1,1,0,0,0,0,"2013-10-11",NA,"2013-10-11",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"941",21629,"DUG_c4TgoGUFcOBumPVSAg","Scott",56,"2010-02-04",2010,267,105,57,0,NA,0,141,4,3.33,2,9,3,0,0,0,8,12,9,3,0,22,21.5,3,18,"2011-01-08","2011-01-08","2012-05-24",0,3.27272727272727,0.151363036999996,0.2120497298,0,0,0,0,0,0,19,3,0,0,0,0,0,0,1,153,0,1,0,0,0,1,0,"2011-01-14",NA,"2011-01-14",3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"919",22876,"hCuF0vxXn29iUSxO0bT6LQ","Chunky",127,"2007-11-20",2007,83,13,28,0,NA,0,21,4,3.45,1,2,1,0,0,0,1,8,2,0,0,1,66,0,1,"2015-01-18",NA,"2015-01-18",0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,264,0,1,0,0,0,1,0,"2015-01-18",NA,"2015-01-18",3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1414",10774,"atGaAngIR74d3Bn9_iZ6Ig","Aron",9,"2009-05-08",2009,11,0,3,0,NA,0,5,0,4.3,0,0,0,0,0,0,1,0,0,0,0,1,78,0,1,"2011-10-24",NA,"2011-10-24",0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,105,0,1,0,0,0,0,1,"2011-10-29",NA,"2011-10-29",4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"168",5477,"HwvpjMvw4At69r2Pn9Jomg","Mr.",20,"2009-11-27",2009,19,3,7,0,NA,0,58,0,3.81,1,3,0,0,0,0,1,0,3,0,0,14,24,5,9,"2011-02-15","2011-02-16","2012-01-28",0,3.57142857142857,0.174994499999997,0.4762463,0,0,0,0,0,0,13,1,0,0,0,0,0,0,5,433,0,5,0,1,0,3,1,"2011-08-12","2012-04-14","2014-01-04",4.1,0.105363313499993,0.1100672854,0,0,0,0,0,0,1,2,1,1,0,0,0,0
"1975",16549,"wgCHAtmw28YNmRKtche8dg","Adrienne",24,"2010-07-24",2010,34,7,10,0,NA,0,44,0,3.46,1,0,0,0,0,0,0,0,0,0,0,12,52.5,1,11,"2012-02-23","2012-03-16","2014-05-02",1,4.125,0.0724589008000009,0.124334917899994,0,0,0,0,0,0,0,2,4,6,0,0,0,0,3,857,0,3,0,1,0,1,1,"2011-12-28","2016-09-02","2017-10-06",4,0.0612038527999914,0.106893310700002,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"1185.1",22962,"eidw_iqx_5a1w3pYchm_4w","Eric",12,"2009-06-10",2009,12,2,1,0,NA,0,328,1,1.53,1,0,1,0,0,0,1,1,0,0,0,1,335,0,1,"2013-12-29",NA,"2013-12-29",0,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,158,0,2,0,1,0,0,1,"2013-12-30","2013-12-30","2013-12-30",3.25,0.122481199999996,0.0299934999999962,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"434",25892,"DQsPw7LwO1QAgmCshSv7QQ","Jonathan",6,"2010-09-21",2010,8,7,1,0,NA,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,3,107,0,3,"2010-09-21","2011-05-08","2013-12-06",0,3,0.252097399999997,0.072800100000002,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,187,0,1,0,0,0,0,1,"2016-04-17",NA,"2016-04-17",3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"227",22199,"Cy7k3jFH2LWct-LC294v_g","Joyce",52,"2010-04-27",2010,85,33,37,1,2013,2,36,3,3.56,8,11,1,0,0,0,14,14,11,7,2,9,53,1,8,"2012-12-08","2013-02-23","2014-02-08",0,3.55555555555556,0.342749800000007,0.277588087599995,0,0,0,0,0,0,0,1,7,1,0,0,0,0,3,554,1,2,0,1,1,1,0,"2012-05-16","2012-10-11","2014-04-04",3.5,0.273318738599997,0.0872398867000044,0,0,0,0,0,0,0,2,0,1,0,0,0,0
"696",25089,"gyIGCAtbeReCnurDo_up-Q","John",8,"2010-10-12",2010,9,3,5,0,NA,0,6,1,3.88,0,0,0,0,0,0,0,0,0,0,0,2,78,0,2,"2014-05-31","2014-06-02","2014-06-02",0,3,0.206390598600009,0.0185298926999948,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,161,0,1,0,0,0,0,1,"2014-05-31",NA,"2014-05-31",3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"547",22540,"78-RkblfI0hyEnHIfT7w4Q","Jason",359,"2009-12-06",2009,494,94,246,0,NA,0,410,21,3.73,6,32,3,1,2,0,29,46,32,12,25,11,34,1,10,"2011-11-01","2011-11-03","2015-12-30",0,3.81818181818182,3.3905654,2.7974629,0,0,0,0,0,0,8,0,1,0,2,0,0,0,4,263.5,0,4,0,0,0,3,1,"2010-01-12","2010-01-12","2017-10-14",4,3.27766699999999,2.809498,0,0,0,0,0,2,1,0,0,0,0,0,1,0
"1148",5666,"xBMH3N0Fbua5pDtG1Y1mYQ","Lauren",87,"2010-08-04",2010,128,25,94,1,2015,2,229,13,4.14,8,15,1,1,0,0,6,9,15,3,3,7,25,0,7,"2012-05-21","2012-08-23","2016-10-30",0,3.78571428571429,0.2829409,0.169901603600003,0,0,0,0,0,0,0,4,0,0,1,2,0,0,14,267.5,0,14,0,0,3,6,5,"2010-10-11","2012-05-30","2018-06-02",4.03571428571429,0.276099818900008,0.200664500000002,0,0,0,0,0,1,0,3,0,8,1,0,0,1
"340",8171,"qZuKmM78JxB15KEb_ukj3Q","Don",80,"2009-05-02",2009,61,23,18,1,2017,2,36,5,3.67,0,0,0,0,0,0,1,3,0,0,0,1,23,1,0,"2014-09-30",NA,"2014-09-30",0,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,394,0,6,0,0,0,6,0,"2016-08-12","2017-01-19","2018-07-09",4.08333333333333,0.279324934599998,0.2909063261,0,0,0,0,0,0,0,0,0,0,0,1,4,1
"1550",11017,"AKEsbKq5vSPct6bqrQpEAQ","Patricia",13,"2007-06-12",2007,8,0,0,0,NA,0,1,0,4.08,0,0,0,0,0,0,1,0,0,0,0,2,47.5,0,2,"2015-07-16","2015-12-23","2015-12-23",0,4,0.134830999999991,0.0636470000000031,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,268,0,2,0,1,0,0,1,"2007-06-12","2015-12-23","2015-12-23",3.5,0.179821174599994,0.0014827312999941,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"618.1",8194,"xSBz7p2Kq997Zv26iKq9TQ","Jessi",26,"2010-10-26",2010,24,6,6,0,NA,0,28,1,4.62,0,0,1,0,0,0,1,1,0,0,0,2,38,0,2,"2011-10-05","2014-04-12","2014-04-12",0,3.5,0.130191699999997,0.0242980999999958,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,358,0,2,0,0,0,1,1,"2014-04-25","2016-06-22","2016-06-22",3.25,0.116660600700001,0.0899516523999964,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"552",12175,"rc4USKiO676ehEqj2vESBA","Scott",623,"2008-08-19",2008,2407,950,1378,1,2011,8,1228,144,3.8,195,272,12,11,11,2,112,245,272,101,48,10,42,1,9,"2011-03-10","2011-06-28","2015-07-22",0,3.5,35.2381145,5.2363353403,0,0,0,0,0,0,2,0,6,1,1,0,0,0,3,716,0,3,0,1,0,0,2,"2011-02-06","2011-07-05","2013-03-05",3.33333333333333,34.317408,0.892820999999998,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"841",10865,"QXvIfsw2uXZ07rLPzpkZXQ","Nancy",20,"2007-07-24",2007,32,6,14,0,NA,0,4,0,4.29,0,0,1,0,1,0,0,2,0,0,1,3,50,0,3,"2012-10-17","2014-07-05","2014-07-05",0,4.16666666666667,0.039146397899998,0.263624677099997,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,502,0,3,0,0,0,1,2,"2007-07-25","2014-10-11","2014-10-11",4.16666666666667,0.226012024499994,0.404252604100002,0,0,1,0,0,0,0,0,0,2,0,0,0,0
"243",8851,"5gOJkWlb9ZxXb03TC98tbg","Danyel",17,"2010-05-30",2010,30,7,16,0,NA,0,34,1,4.18,1,4,0,0,1,0,0,1,4,1,1,18,71,0,18,"2014-07-19","2014-07-20","2015-05-14",0,4.02777777777778,0.2590776439,0.178111292500006,0,0,0,0,0,0,0,0,0,5,13,0,0,0,2,922.5,0,2,0,0,0,1,1,"2015-03-06","2015-03-08","2015-03-08",3.25,0.0925677350000029,0.0921798405000018,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"416.1",18387,"FC0OUiA8UiVMVdcwKvD96A","Michael",41,"2010-06-22",2010,28,11,7,0,NA,0,2,2,3.85,2,3,1,0,0,0,1,0,3,1,0,5,44,0,5,"2010-07-17","2010-08-17","2013-10-12",0,4.1,0.324154108999991,0.342299330499998,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,575,0,1,0,1,0,0,0,"2010-12-16",NA,"2010-12-16",2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1472",20815,"qvVsERle-sO2YgnG0Hb1kw","Candice",11,"2010-07-16",2010,8,1,0,0,NA,0,116,1,4.36,0,1,0,0,0,0,0,0,1,0,0,3,46,0,3,"2013-06-05","2013-06-05","2013-06-05",0,4.16666666666667,0.0999669117999957,0.0244698830999965,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,368,0,1,0,0,0,0,1,"2013-06-02",NA,"2013-06-02",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1277",6458,"r9v3zTD55uyICe3_wP5iDw","Alexander",7,"2010-09-12",2010,13,1,2,0,NA,0,61,0,4.43,0,0,0,0,0,0,0,0,0,0,0,1,15,0,1,"2014-02-20",NA,"2014-02-20",0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,149,0,1,0,0,0,0,1,"2015-05-30",NA,"2015-05-30",4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1652",12985,"UFOi2cQfZDlN9qjclRa7rw","James",21,"2008-09-27",2008,28,3,12,0,NA,0,256,4,4.18,0,1,1,0,0,0,2,2,1,1,1,5,22,1,4,"2014-03-02","2014-03-03","2014-03-04",0,4,0.068072227400009,0.0407674511999971,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,401,0,1,0,0,0,1,0,"2014-03-05",NA,"2014-03-05",3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1210",6212,"1AgxNI8CUttTfXYuO0tO_A","Valerie",137,"2008-05-08",2008,197,204,146,1,2011,3,242,16,3.94,13,20,2,1,1,0,1,16,20,4,5,2,21.5,0,2,"2012-01-15","2012-07-07","2012-07-07",0,3.75,0.00293600000000538,0.00197299999999956,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1256,0,1,0,0,1,0,0,"2012-01-04",NA,"2012-01-04",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1029",3757,"25N2f7Al7Tgu9zQE-L2JJw","Derek",184,"2008-11-14",2008,122,49,48,1,2009,2,492,12,3.89,2,1,1,0,0,0,7,1,1,0,2,4,25.5,0,4,"2010-07-31","2010-08-17","2014-05-25",0,4,0.287228799999994,0.275321900000002,0,0,0,0,0,2,0,1,0,1,0,0,0,0,13,152,0,13,0,0,4,3,6,"2008-12-28","2008-12-28","2017-01-24",3.69230769230769,3.4879207619,2.8328769135,0,0,0,2,4,1,1,0,0,2,1,1,1,0
"56",10987,"-JawaYF1UVVLR3Q3Zi26vg","Mark",18,"2007-12-04",2007,29,7,8,0,NA,0,13,0,3.68,0,0,0,0,0,0,1,0,0,1,0,8,29.5,1,7,"2011-04-05","2011-08-29","2012-06-19",0,3.8125,0.0991933553000024,0.0256195495,0,0,0,0,0,0,6,2,0,0,0,0,0,0,2,356,0,2,2,0,0,0,0,"2011-02-17","2011-08-11","2011-08-11",3.75,0.00394900869999049,0.00371191570000207,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"777.1",3065,"H7ddwusNxX2cN906eBMKXA","Jamison",207,"2008-11-09",2008,284,58,94,1,2010,3,87,11,3.51,12,27,6,0,2,3,41,12,27,11,1,1,63,1,0,"2012-08-15",NA,"2012-08-15",0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,293,0,5,0,0,1,4,0,"2010-03-15","2010-07-22","2012-04-05",3.5,35.7884777532,14.949615,0,0,0,0,0,3,0,2,0,0,0,0,0,0
"1956",4426,"SnW3DwEKu_LWeuYnS1AMaw","Tee",210,"2008-03-05",2008,197,35,49,0,NA,0,17,5,3.12,0,6,0,1,0,0,0,0,6,2,1,2,45,1,1,"2013-12-12","2015-08-25","2015-08-25",0,3.5,0.163400123700001,0.0459822724999981,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25,512,3,22,1,10,4,7,3,"2010-03-06","2010-03-06","2018-07-20",3.54,0.288669853900004,0.181100383999997,0,0,0,0,0,8,3,2,4,2,3,1,1,1
"1905",5081,"wDBFAhfcGi5tcuIeo4F10A","Nes",76,"2009-06-08",2009,55,16,15,0,NA,0,22,2,4.13,1,2,0,0,0,0,0,0,2,2,0,2,64.5,0,2,"2015-11-28","2016-02-07","2016-02-07",0,4.25,0.0167651473999939,0.00360067460000124,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,99.5,0,4,0,0,1,1,2,"2010-08-29","2015-12-28","2016-02-13",4,35.8319549,7.6641084,0,0,0,0,0,1,0,0,0,0,1,2,0,0
"512",3288,"snIAyWu0r0FBO063SEmi1w","Erin",53,"2010-10-26",2010,94,13,20,1,2014,1,43,5,3.78,0,2,2,0,0,0,2,3,2,3,1,1,20,1,0,"2011-08-28",NA,"2011-08-28",0,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1021.5,0,2,0,0,0,1,1,"2011-08-25","2011-08-25","2011-08-25",4,0.00223089740001114,0.00253190679999449,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"187",22209,"nPMRqbw77Oliy7v-0Ei-HQ","Sean",2,"2010-03-08",2010,4,1,3,0,NA,0,64,1,5,1,1,0,0,0,0,0,0,1,0,0,8,23,1,7,"2010-03-08","2011-11-28","2012-03-07",0,3.375,3.3030487629,2.6937867234,0,0,0,0,0,1,1,6,0,0,0,0,0,0,1,300,0,1,0,0,0,0,1,"2010-03-09",NA,"2010-03-09",4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1984",21191,"jFblpkCkO7hpEdlRhqyzHg","Ariel",454,"2009-09-10",2009,778,269,333,1,2011,5,407,30,3.93,54,62,9,1,7,0,50,58,62,30,3,25,31,3,22,"2011-06-12","2011-06-12","2017-07-23",0,3.62,0.0522719899000066,0.211913699999997,0,0,0,0,0,0,3,17,1,0,0,3,1,0,1,669,0,1,0,0,0,1,0,"2012-09-15",NA,"2012-09-15",4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1808.1",19768,"1kQXEiA02g1OV77p1roiaA","Mark",18,"2010-08-09",2010,8,0,0,0,NA,0,1,0,3.39,0,0,0,0,0,0,0,0,0,0,0,1,74,0,1,"2017-05-06",NA,"2017-05-06",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,95,0,1,0,0,0,0,1,"2017-05-06",NA,"2017-05-06",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1036",19492,"Wy9vW5v0MDBmeCXI705EFg","Amit",6,"2007-07-16",2007,36,17,18,0,NA,0,1,0,3.71,0,0,0,0,0,0,0,0,0,0,0,1,56,0,1,"2015-07-20",NA,"2015-07-20",0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,56,0,1,0,0,0,1,0,"2015-08-18",NA,"2015-08-18",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"90",8076,"ur6doHVpgBhZGepYj0khOA","dan",24,"2010-08-22",2010,56,17,14,0,NA,0,277,0,2.7,1,1,1,0,0,0,2,0,1,1,0,3,22,0,3,"2010-08-23","2010-08-26","2011-01-09",0,2.66666666666667,0.0645964776999932,0.0350204937000029,0,0,0,0,0,2,1,0,0,0,0,0,0,0,8,496,0,8,2,1,2,0,3,"2010-08-22","2010-08-23","2018-06-17",3.625,0.24417691650001,0.290154000000001,0,0,0,0,0,2,1,0,0,1,2,0,1,1
"1649",5850,"YrLTxSnxIqAJdYZnZKEq7w","Jackie",112,"2009-09-12",2009,81,11,23,1,2018,1,70,0,4.12,0,0,0,0,0,0,1,2,0,0,0,1,26,0,1,"2016-11-22",NA,"2016-11-22",0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,469,0,4,0,0,0,0,4,"2015-07-31","2016-02-22","2017-04-01",3.625,0.0469480999999945,0.0743313999999984,0,0,0,0,0,0,0,0,0,0,1,2,1,0
"14",24550,"t54GdWdoHiR3eZfx3jvVIA","David",53,"2009-03-22",2009,155,35,51,0,NA,0,20,2,3.72,7,11,2,0,0,0,3,1,11,4,0,3,45,0,3,"2011-12-29","2013-09-14","2013-09-14",0,4,0.343932191000007,0.0828359328999966,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,78,0,1,0,0,0,0,1,"2016-08-10",NA,"2016-08-10",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"903",12855,"v8t8Ysk0z25eWzDQcF9RPA","Brian",6,"2009-02-10",2009,5,2,1,0,NA,0,62,0,1.83,0,0,0,0,0,0,3,0,0,0,0,1,11,0,1,"2012-03-15",NA,"2012-03-15",0,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,278,0,1,1,0,0,0,0,"2013-12-27",NA,"2013-12-27",3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1078",11763,"CX5ywO7axWdqLIvZtDCBPA","S",83,"2009-06-23",2009,29,9,8,0,NA,0,1,1,3.66,0,0,0,0,0,0,0,3,0,0,0,5,38,1,4,"2014-05-03","2016-04-03","2017-07-29",0,3.7,0.314297341099987,0.245001700000003,0,0,0,0,0,0,0,0,0,1,0,3,1,0,10,299,1,9,2,0,2,3,3,"2014-12-03","2015-02-10","2017-05-29",3.55,0.266114999999999,0.166579747099995,0,0,0,0,0,0,0,0,0,1,4,4,1,0
"745",23549,"1kVu5yEB5NKlgXmcv_cEag","Shannon",3,"2010-12-23",2010,1,4,0,0,NA,0,27,0,4,0,0,0,0,0,0,0,0,0,1,0,18,22.5,2,16,"2011-03-11","2011-03-26","2012-06-23",0,3.80555555555556,0.09153289999999,0.052166200000002,0,0,0,0,0,0,16,2,0,0,0,0,0,0,1,260,0,1,0,0,0,0,1,"2015-01-21",NA,"2015-01-21",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"441.1",7059,"yqmM7T2VFZI-WnxGKvtWWA","Paul",90,"2009-08-31",2009,61,16,22,0,NA,0,36,1,4.29,3,2,0,1,0,0,1,3,2,0,1,36,49.5,2,34,"2009-08-31","2009-09-04","2018-04-25",0,3.66666666666667,0.228034399999999,0.330773497000003,0,0,0,0,3,0,5,2,9,13,2,1,0,1,7,142,0,7,0,0,0,0,7,"2009-11-24","2010-08-27","2018-07-12",3.57142857142857,0.495730100000003,0.0787391,0,0,0,0,1,2,0,0,0,0,1,0,1,2
"1126",7325,"AJm0lXJMWMXCBTuxZe6vyw","Kat",109,"2010-04-26",2010,103,67,27,0,NA,0,43,2,3.12,0,1,0,0,0,0,6,3,1,1,0,3,63,0,3,"2015-10-13","2016-03-20","2017-01-12",0,3.83333333333333,0.260354134399989,0.129170516399995,0,0,0,0,0,0,0,0,0,0,1,1,1,0,12,486.5,2,10,4,1,1,1,5,"2015-06-09","2015-07-08","2017-07-04",3.58333333333333,0.33513488909999,0.2353367873,0,0,0,0,0,0,0,0,0,0,4,4,4,0
"1018",23527,"XQ2l35RKOhdgviv1EsVt-A","Per",59,"2010-02-09",2010,46,9,20,0,NA,0,13,0,4.32,0,0,0,0,0,0,0,1,0,0,0,8,24.5,0,8,"2010-04-16","2010-09-23","2013-07-11",0,3.8125,3.2507932,2.8570392,0,0,0,0,0,2,3,1,2,0,0,0,0,0,1,124,0,1,0,0,0,0,1,"2015-04-13",NA,"2015-04-13",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1157",16578,"5I8NAntem913UCiEliWS7g","Mary",17,"2009-04-26",2009,38,14,19,0,NA,0,47,0,3.97,2,0,0,0,1,0,1,2,0,1,0,1,93,0,1,"2015-12-25",NA,"2015-12-25",0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,812,0,3,0,0,0,0,3,"2009-05-02","2011-11-09","2013-04-14",3.83333333333333,0.145140800000007,0.0957615999999959,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"962",15576,"VUqUSV5Pa19YKnRCNLz0cQ","Albert",10,"2008-02-15",2008,7,9,4,0,NA,0,86,0,3.36,0,0,0,1,0,1,0,0,0,0,0,3,32,0,3,"2014-06-08","2015-08-29","2017-06-18",0,4.16666666666667,0.223189574800003,0.164077200000001,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,145,0,1,0,0,0,0,1,"2017-10-20",NA,"2017-10-20",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"481.1",19857,"HkEe2GC8ewqsKhsjfOpcpw","Justi",16,"2007-06-27",2007,18,2,5,0,NA,0,1,0,3.72,0,0,0,0,0,0,0,2,0,0,0,3,20,0,3,"2015-08-30","2016-09-26","2016-09-26",0,3.66666666666667,0.0151467853000042,0.0180984758000022,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,168.5,0,2,1,0,0,0,1,"2017-02-27","2017-12-07","2017-12-07",4.25,0.0236832999999876,0.013668899999999,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"1848.1",2450,"9LgnOncogsW2g3Ko0M8DhA","Ashley",559,"2010-10-29",2010,3923,2526,2904,1,2011,8,654,130,3.88,259,948,20,20,20,39,292,1036,948,270,69,4,66.5,1,3,"2015-06-30","2015-06-30","2015-07-01",0,3,0.00139138629999991,0.0176205938999985,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,887,0,2,0,1,0,1,0,"2015-07-04","2015-07-04","2015-07-04",2,0.0185543654000071,0.0163711812999949,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1421.1",11164,"Mv6xL3S_MYClcouNMtc6VQ","Nikki",56,"2010-06-21",2010,30,2,10,0,NA,0,2,0,3.47,0,0,0,0,0,0,1,1,0,0,0,2,46,0,2,"2016-10-22","2016-10-22","2016-10-22",0,4,0.0701680000000096,0.217770000000002,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,349,3,9,3,2,0,0,7,"2016-06-17","2016-06-17","2018-05-31",3.70833333333333,0.18835521230001,0.205138500000004,0,0,0,0,0,0,0,0,0,0,0,3,6,3
"1620",22204,"FIniWhiV6K7Oz7o9DwPVzA","Justin",113,"2010-08-18",2010,133,34,30,0,NA,0,49,6,3.82,0,2,0,0,0,0,1,2,2,0,1,2,21.5,1,0,"2012-04-22","2012-04-23","2012-04-23",0,3.75,0.0316689693000001,0.0588043302999992,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,72,0,1,0,0,0,0,1,"2015-08-30",NA,"2015-08-30",4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
